-0.675 0.2007 -0.147 0.6623 -0.134 -0.071 -0.003 0.0268 -0.131 -0.049
-0.711 -0.446 0.4235 0.0562 0.1207 0.2251 0.0066 0.1202 0.1062 0.1469
-0.632 0.1801 -0.160 0.6925 -0.184 -0.062 0.0607 0.0778 -0.109 -0.045
-0.746 -0.485 0.3664 0.0297 0.1069 0.1752 0.0189 0.1141 0.0993 0.0755
-0.745 -0.436 0.2529 0.0874 0.0658 0.0504 0.2152 0.2884 0.2105 0.0309
-0.692 -0.372 0.4320 -0.029 0.0865 0.2864 -0.237 -0.182 -0.105 -0.058
-0.614 0.0900 -0.163 0.6901 -0.309 -0.049 0.0473 -0.026 -0.100 -0.004
-0.670 -0.349 0.3420 0.1522 0.1014 0.1421 0.1697 0.3775 0.2207 0.1943
-0.677 -0.167 0.0618 0.5871 -0.252 0.0279 0.1784 0.1790 0.1698 0.0870
-0.648 0.1949 -0.152 0.6719 -0.186 -0.002 0.0277 0.1515 -0.047 -0.080
-0.662 0.1700 -0.117 0.6570 -0.094 -0.058 0.0426 0.2043 -0.116 -0.128
-0.758 -0.453 0.2203 0.0387 0.0847 -0.038 0.1574 0.3208 0.1817 -0.000
-0.615 0.1551 -0.159 0.7038 -0.234 -0.045 0.0613 0.0777 -0.090 -0.039
-0.630 0.1582 -0.169 0.6978 -0.191 -0.077 0.0484 0.0635 -0.105 -0.033
-0.642 0.1756 -0.155 0.6978 -0.140 -0.041 0.0548 0.1057 -0.087 -0.047
-0.713 0.2216 -0.103 0.6307 -0.109 0.0057 -0.029 0.0859 -0.070 -0.088
-0.664 0.1561 -0.138 0.6618 -0.110 -0.044 0.0148 0.1774 -0.084 -0.154
-0.671 0.1477 -0.154 0.6506 -0.112 -0.039 0.0081 0.1719 -0.106 -0.156
-0.775 0.4279 -0.153 0.3769 0.0749 -0.083 -0.027 -0.181 0.0362 -0.040
-0.625 0.1701 -0.157 0.7092 -0.206 -0.044 0.0495 0.0255 -0.061 -0.029
-0.741 0.2858 -0.165 0.5369 -0.175 -0.074 -0.022 -0.103 -0.077 0.0107
-0.629 0.5724 -0.156 0.1780 0.3366 -0.097 -0.041 -0.043 -0.300 0.0604
-0.551 -0.509 -0.255 -0.320 -0.000 -0.375 0.2331 -0.180 -0.182 -0.079
-0.558 -0.515 -0.254 -0.308 0.0082 -0.379 0.2215 -0.170 -0.183 -0.083
-0.573 -0.517 -0.276 -0.302 0.0158 -0.325 0.2742 -0.138 -0.157 -0.095
-0.568 0.0610 -0.179 0.7188 -0.322 -0.032 0.0503 0.0239 -0.121 -0.030
-0.675 -0.413 0.4843 0.0667 0.1409 0.2575 -0.046 0.0978 0.0617 0.1785
-0.731 -0.207 0.1075 0.5075 -0.149 0.0520 0.1670 0.2524 0.0982 0.1598
-0.731 -0.207 0.1075 0.5075 -0.149 0.0520 0.1670 0.2524 0.0982 0.1598
-0.741 -0.195 0.1119 0.4844 -0.157 0.0472 0.1753 0.2605 0.1082 0.1633
-0.683 0.1946 -0.108 0.5709 0.0245 0.0161 -0.005 0.3271 -0.158 -0.154
-0.745 -0.376 0.3265 0.0920 0.0722 0.1463 0.0791 0.2890 0.2235 -0.141
-0.694 -0.214 0.1001 0.5361 -0.189 0.0452 0.1921 0.2034 0.1776 0.1635
-0.747 0.3580 -0.186 0.4983 -0.034 -0.083 -0.035 -0.122 -0.071 -0.001
-0.647 -0.358 0.3074 0.1542 0.1018 0.1228 0.2069 0.4042 0.2518 0.1958
-0.622 0.1501 -0.079 0.5187 0.1735 -0.002 0.0254 0.4077 -0.343 -0.007
-0.623 0.1783 -0.087 0.5123 0.1545 -0.007 0.0132 0.3893 -0.364 0.0068
-0.587 -0.508 -0.355 -0.312 0.0289 -0.275 0.2169 -0.150 -0.140 -0.075
-0.674 0.1850 -0.069 0.5182 0.1347 0.0052 0.0182 0.3758 -0.279 -0.016
-0.634 0.1622 -0.119 0.5255 0.1636 0.0008 0.0032 0.3888 -0.310 -0.078
-0.706 -0.387 0.3269 0.1148 0.0977 0.1252 0.1723 0.3348 0.2207 0.1183
-0.617 0.1706 -0.087 0.5413 0.1319 -0.001 0.0194 0.3845 -0.350 0.0248
-0.658 0.1895 -0.121 0.6333 -0.026 -0.066 0.0456 0.2535 -0.145 -0.149
-0.790 0.3233 -0.124 0.4486 -0.152 -0.059 -0.015 -0.158 -0.014 -0.032
-0.649 0.1464 -0.069 0.5278 0.1555 0.0008 0.0374 0.4206 -0.255 -0.067
-0.632 0.1573 -0.082 0.5217 0.1637 0.0090 0.0223 0.4222 -0.297 -0.037
-0.653 -0.366 0.4673 -0.071 0.1140 0.2441 -0.236 -0.232 -0.174 0.0465
-0.687 0.1738 -0.136 0.6232 -0.080 -0.014 0.0228 0.2486 -0.082 -0.119
-0.736 -0.373 0.3321 0.1616 0.0670 0.1011 0.1643 0.3192 0.1751 0.0897
-0.688 -0.447 0.4398 -0.022 0.0804 0.2352 -0.164 -0.202 -0.031 -0.035
-0.638 0.1554 -0.097 0.5706 0.0979 -0.001 0.0195 0.3336 -0.332 0.0361
-0.814 0.4019 -0.081 0.3356 -0.159 -0.053 -0.013 -0.160 0.0214 -0.032
-0.758 0.3678 -0.127 0.4144 -0.253 -0.032 0.0238 0.0050 -0.174 0.0679
-0.809 0.3653 -0.205 -0.097 0.2177 -0.173 0.0524 -0.129 -0.224 -0.111
-0.637 0.5668 -0.135 0.1059 0.2373 -0.080 -0.054 0.0795 -0.402 0.0937
-0.708 -0.245 0.1532 0.4448 -0.080 0.0690 0.2091 0.3115 0.1919 0.1640
-0.743 0.2556 -0.182 0.5426 -0.184 -0.070 -0.020 -0.120 -0.027 0.0032
-0.590 0.0232 -0.128 0.7081 -0.333 -0.069 0.0794 -0.076 0.0356 -0.054
-0.618 -0.506 -0.150 -0.186 0.0336 -0.264 0.4438 0.1327 0.0804 -0.105
-0.725 -0.245 0.1453 0.4448 -0.101 0.0669 0.1841 0.2951 0.1897 0.1505
-0.514 -0.489 -0.211 -0.308 0.0173 -0.424 0.2708 -0.183 -0.254 -0.063
-0.543 -0.520 -0.272 -0.313 -0.004 -0.369 0.2321 -0.175 -0.200 -0.026
-0.602 -0.365 0.3231 0.1456 0.1095 0.1367 0.2142 0.3832 0.2610 0.2944
-0.582 0.5206 -0.158 0.1633 0.4986 -0.133 -0.044 -0.094 -0.244 0.0326
-0.716 -0.254 0.1571 0.4460 -0.104 0.0672 0.1984 0.3023 0.1661 0.1579
-0.580 0.5410 -0.162 0.1525 0.4696 -0.135 -0.069 -0.053 -0.265 0.0608
-0.757 -0.263 0.1660 0.3519 -0.000 0.0774 0.1928 0.3074 0.1640 0.2029
-0.761 0.3103 -0.172 0.5104 -0.114 -0.048 -0.004 -0.086 -0.090 0.0413
-0.708 -0.274 0.1532 0.4734 -0.182 0.0432 0.1999 0.1598 0.1941 0.1927
-0.778 0.2838 -0.093 0.4688 -0.252 -0.020 -0.032 -0.118 -0.074 -0.026
-0.475 0.0385 -0.149 0.6904 -0.439 -0.065 0.0531 -0.251 0.0715 0.0699
-0.767 0.3315 -0.165 0.4779 -0.069 -0.089 -0.005 -0.179 -0.000 0.0207
-0.630 0.5610 -0.150 0.1829 0.3691 -0.102 -0.040 -0.050 -0.281 0.0390
-0.586 -0.568 -0.169 -0.282 0.0590 -0.269 0.3171 -0.125 -0.175 0.0289
-0.726 -0.344 0.3067 0.1709 0.0288 0.0815 0.0724 0.3135 0.2018 -0.280
-0.582 -0.562 -0.166 -0.279 0.0557 -0.286 0.3242 -0.127 -0.175 -0.003
-0.391 -0.151 -0.729 -0.131 0.0081 0.4882 -0.172 0.0547 0.0120 0.0564
-0.555 -0.530 -0.374 -0.320 0.0213 -0.292 0.2303 -0.073 -0.133 -0.059
-0.521 0.0774 -0.173 0.6901 -0.412 0.0039 0.0019 -0.160 -0.025 0.1389
-0.717 0.2776 -0.186 0.5633 -0.161 -0.101 0.0519 -0.125 0.0191 -0.021
-0.550 0.0973 -0.187 0.6934 -0.371 -0.083 0.0381 -0.156 0.0129 0.0259
-0.686 0.6114 -0.128 -0.009 0.2634 -0.057 -0.043 -0.097 -0.232 -0.003
-0.720 -0.367 0.3141 0.1592 0.1200 0.1198 0.1717 0.3473 0.1729 0.1118
-0.690 -0.452 0.4161 -0.016 0.0739 0.2141 -0.146 -0.238 -0.041 0.1131
-0.708 -0.442 0.3812 0.0131 0.0524 0.1937 -0.176 -0.268 -0.082 0.0777
-0.649 0.1016 -0.132 0.6804 -0.279 -0.061 0.0409 -0.066 0.0039 -0.001
-0.509 -0.076 -0.042 0.5280 -0.514 -0.054 0.0001 -0.377 0.2060 -0.040
-0.659 0.1608 -0.134 0.6895 -0.199 -0.054 0.0368 -0.011 -0.034 0.0013
-0.681 -0.424 0.2877 0.1682 0.0635 0.0213 0.1940 0.3833 0.2094 0.1061
-0.635 0.2663 -0.154 0.5720 0.0869 -0.076 -0.004 0.2356 -0.290 -0.145
-0.789 0.3886 -0.057 0.3741 -0.166 -0.079 0.0052 -0.193 0.0688 -0.074
-0.653 0.6178 -0.107 0.0871 0.2882 -0.111 0.0434 -0.044 0.1905 0.1892
-0.567 0.5573 -0.167 0.1621 0.4289 -0.123 -0.038 -0.063 -0.319 0.0766
-0.567 0.5594 -0.164 0.1560 0.4335 -0.123 -0.038 -0.063 -0.313 0.0805
-0.722 -0.382 0.2750 0.2094 0.0410 0.0438 0.1934 0.3642 0.1966 0.0131
-0.655 -0.563 -0.256 -0.238 -0.020 -0.329 0.0306 -0.098 -0.101 0.0200
-0.825 -0.359 0.2996 0.1507 0.0645 0.1949 -0.045 0.1772 0.0002 -0.038
-0.420 0.0181 -0.167 0.6390 -0.497 -0.028 0.0359 -0.320 0.0550 0.1771
-0.718 0.4573 -0.097 0.3566 0.3451 -0.103 0.0348 0.0195 0.0819 -0.016
-0.694 0.5797 -0.125 0.0603 0.2950 -0.077 -0.072 -0.043 -0.248 0.0275
-0.722 0.1911 -0.096 0.5560 -0.156 -0.014 0.0471 0.2230 -0.121 -0.178
-0.591 0.5540 -0.161 0.1640 0.4013 -0.106 -0.048 -0.066 -0.326 0.0626
-0.692 0.3451 -0.202 0.5485 -0.213 -0.032 -0.001 0.0159 -0.060 -0.096
-0.710 -0.251 0.1748 0.4306 -0.114 0.0695 0.2020 0.2652 0.2092 0.2088
-0.710 0.1946 -0.131 0.5978 -0.233 -0.057 0.0183 -0.157 -0.010 -0.017
-0.616 -0.539 -0.281 -0.256 -0.045 -0.394 -0.107 -0.055 -0.079 0.0716
-0.714 -0.305 0.2250 0.3294 -0.024 0.0648 0.2170 0.3130 0.1885 0.2258
-0.708 0.2301 -0.136 0.5870 -0.255 -0.050 0.0299 -0.112 -0.016 0.0168
-0.806 -0.360 0.3145 0.1909 -0.000 0.1676 -0.110 0.0841 0.0621 -0.180
-0.610 0.5476 -0.202 0.1378 0.3827 -0.073 -0.050 -0.060 -0.322 0.0738
-0.679 0.6213 -0.097 -0.021 0.2862 -0.080 -0.041 -0.135 -0.183 -0.012
-0.712 0.2406 -0.144 0.5773 -0.235 -0.066 0.0320 -0.137 -0.009 0.0133
-0.572 -0.404 0.3267 0.1411 0.1325 0.1099 0.2388 0.3555 0.2236 0.3454
-0.713 0.2467 -0.124 0.5468 -0.306 -0.054 0.0328 -0.113 -0.064 0.0155
-0.722 0.2373 -0.123 0.5642 -0.242 -0.077 0.0382 -0.144 0.0187 0.0151
-0.608 -0.516 -0.132 -0.189 0.0387 -0.252 0.4592 0.1179 0.0813 -0.114
-0.730 0.3451 -0.155 0.5162 -0.213 -0.020 -0.015 -0.011 -0.041 -0.093
-0.583 0.4604 -0.154 0.2605 0.4609 -0.133 -0.059 -0.080 -0.338 0.0312
-0.693 -0.400 0.4555 0.0209 0.1504 0.2048 -0.003 0.0981 0.1290 0.2456
-0.627 -0.373 0.2957 0.1804 0.0925 0.0692 0.2555 0.4185 0.2462 0.1785
-0.355 -0.082 -0.726 -0.095 0.0170 0.5312 -0.199 0.0563 0.0129 0.0659
-0.662 0.0885 0.0145 0.5506 -0.054 0.0431 0.0977 0.4518 0.0742 -0.160
-0.638 0.1729 -0.122 0.5260 0.1506 -0.020 0.0245 0.4228 -0.222 -0.137
-0.599 -0.393 0.3845 0.1324 0.1357 0.1612 0.1486 0.2924 0.1746 0.3718
-0.388 0.0179 -0.102 0.6169 -0.525 -0.050 0.0518 -0.368 0.1749 0.0988
-0.704 0.6266 -0.070 -0.004 0.2005 -0.056 -0.048 0.0272 -0.242 0.0115
-0.720 0.2433 -0.124 0.5390 -0.306 -0.054 0.0388 -0.101 -0.079 0.0295
-0.346 0.0241 -0.108 0.5960 -0.544 -0.050 0.0356 -0.407 0.1742 0.1258
-0.354 0.0200 -0.113 0.5945 -0.532 -0.043 0.0434 -0.420 0.1771 0.1119
-0.788 0.1281 0.0030 0.3568 -0.408 -0.064 -0.057 0.1690 -0.022 -0.175
-0.576 -0.523 -0.284 -0.280 0.0097 -0.235 0.2277 -0.253 -0.249 0.0306
-0.543 0.5261 0.1551 -0.440 -0.434 0.0708 0.0608 0.0665 -0.081 -0.002
-0.623 -0.380 0.3194 0.1863 0.0947 0.1003 0.2260 0.4111 0.2697 0.1325
-0.658 -0.416 0.4591 -0.034 0.1139 0.2617 -0.206 -0.197 -0.131 0.0070
-0.615 -0.500 -0.430 -0.303 0.0259 -0.061 0.2571 -0.069 -0.025 -0.127
-0.712 0.6064 -0.079 0.0586 0.2034 -0.056 -0.060 0.0342 -0.254 -0.002
-0.660 -0.352 0.3020 0.2045 0.0452 0.0815 0.2330 0.3711 0.2409 0.2185
-0.690 0.4737 -0.104 0.2845 0.4263 -0.124 0.0179 -0.028 0.0850 -0.038
-0.382 -0.054 -0.069 0.5344 -0.528 -0.048 0.0363 -0.461 0.1941 0.1620
-0.742 -0.373 0.3454 -0.059 0.0049 0.1646 -0.253 -0.213 -0.018 -0.218
-0.706 -0.379 0.2998 0.0866 0.0650 0.1941 -0.138 0.0444 0.0167 -0.442
-0.296 -0.208 -0.162 -0.078 -0.170 -0.594 -0.624 0.2107 0.0879 0.1085
-0.652 -0.405 0.4661 -0.027 0.1207 0.2847 -0.219 -0.183 -0.118 0.0004
-0.678 -0.399 0.4344 -0.028 0.0884 0.2827 -0.258 -0.168 -0.093 -0.002
-0.624 -0.467 -0.493 -0.305 0.0509 0.1341 0.1564 -0.076 0.0506 -0.022
-0.557 0.5207 -0.162 0.1884 0.4830 -0.135 -0.061 -0.123 -0.288 0.0442
-0.624 -0.467 -0.474 -0.315 0.0811 0.1549 0.1014 -0.159 -0.002 0.0161
-0.716 0.0369 0.0152 0.4241 -0.500 -0.047 -0.017 -0.090 0.1093 -0.177
-0.693 -0.457 0.4155 0.0073 0.0558 0.2013 -0.181 -0.243 -0.006 -0.031
-0.801 -0.379 0.3935 0.0980 0.0495 0.1702 -0.062 0.0839 -0.031 -0.080
-0.542 0.0805 -0.172 0.6529 -0.447 -0.056 0.0817 -0.161 0.0756 0.0336
-0.566 -0.211 -0.719 0.0584 -0.099 -0.057 -0.175 0.1505 -0.207 -0.058
-0.697 -0.450 0.4241 0.0027 0.0594 0.2145 -0.166 -0.228 -0.013 0.0322
-0.393 -0.010 -0.136 0.6037 -0.526 -0.036 0.0540 -0.354 0.1283 0.1965
-0.559 0.0870 -0.144 0.6373 -0.445 -0.051 0.0476 -0.207 0.0674 0.0389
-0.521 0.0526 -0.165 0.6454 -0.458 -0.061 0.0736 -0.227 0.0838 0.0469
-0.330 -0.268 -0.193 -0.133 -0.149 -0.600 -0.573 0.2037 0.0877 0.0369
-0.524 0.0572 -0.173 0.6824 -0.415 0.0032 -0.014 -0.170 -0.031 0.1499
